palavra,n_vogais,vogais_unicas,letra_0,letra_1,letra_2,letra_3,letra_4,probabilidade,n_consoantes,consoantes_unicas,n_letras_diferentes
rolos,2,1,r,o,l,o,s,5.608420108055561e-05,3,3,4
rolou,3,2,r,o,l,o,u,0.0001121684021611,2,2,4
rombo,2,1,r,o,m,b,o,3.738946738703707e-05,3,3,4
rompa,2,2,r,o,m,p,a,1.869473369351853e-05,3,3,5
rompe,2,2,r,o,m,p,e,0.0002243368043222,3,3,5
rompi,2,2,r,o,m,p,i,0.0,3,3,5
rompo,2,1,r,o,m,p,o,0.0,3,3,4
romas,2,2,r,o,m,a,s,0.0,3,3,5
ronca,2,2,r,o,n,c,a,0.0,3,3,5
ronco,2,1,r,o,n,c,o,7.477893477407414e-05,3,3,4
ronda,2,2,r,o,n,d,a,0.0001308631358546,3,3,5
ronde,2,2,r,o,n,d,e,0.0,3,3,5
rondo,2,1,r,o,n,d,o,0.0,3,3,4
roque,3,3,r,o,q,u,e,0.0009721261520629,2,2,5
rosas,2,2,r,o,s,a,s,0.0001495578695481,3,2,4
rosca,2,2,r,o,s,c,a,0.0,3,3,5
rosna,2,2,r,o,s,n,a,0.0,3,3,5
rosne,2,2,r,o,s,n,e,0.0,3,3,5
rosno,2,1,r,o,s,n,o,0.0,3,3,4
rosto,2,1,r,o,s,t,o,0.0024116206464638,3,3,4
rotas,2,2,r,o,t,a,s,0.0002056420706287,3,3,5
rotea,3,3,r,o,t,e,a,0.0,2,2,5
rotos,2,1,r,o,t,o,s,5.608420108055561e-05,3,3,4
rouba,3,3,r,o,u,b,a,1.869473369351853e-05,2,2,5
roube,3,3,r,o,u,b,e,1.869473369351853e-05,2,2,5
roubo,3,2,r,o,u,b,o,7.477893477407414e-05,2,2,4
rouca,3,3,r,o,u,c,a,9.347366846759269e-05,2,2,5
rouco,3,2,r,o,u,c,o,0.0001121684021611,2,2,4
roupa,3,3,r,o,u,p,a,0.0004486736086444,2,2,5
roxas,2,2,r,o,x,a,s,3.738946738703707e-05,3,3,5
roxos,2,1,r,o,x,o,s,1.869473369351853e-05,3,3,4
rocai,3,3,r,o,c,a,i,0.0,2,2,5
rocam,2,2,r,o,c,a,m,0.0,3,3,5
rocar,2,2,r,o,c,a,r,1.869473369351853e-05,3,2,4
rocou,3,2,r,o,c,o,u,0.0,2,2,4
roiam,3,3,r,o,i,a,m,0.0,2,2,5
roias,3,3,r,o,i,a,s,0.0,2,2,5
roida,3,3,r,o,i,d,a,1.869473369351853e-05,2,2,5
roido,3,2,r,o,i,d,o,5.608420108055561e-05,2,2,4
rubis,2,2,r,u,b,i,s,1.869473369351853e-05,3,3,5
rublo,2,2,r,u,b,l,o,0.0,3,3,5
rubra,2,2,r,u,b,r,a,7.477893477407414e-05,3,2,4
rubro,2,2,r,u,b,r,o,5.608420108055561e-05,3,2,4
rudes,2,2,r,u,d,e,s,0.0005234525434185,3,3,5
ruela,3,3,r,u,e,l,a,0.0,2,2,5
rufai,3,3,r,u,f,a,i,0.0,2,2,5
rufam,2,2,r,u,f,a,m,0.0,3,3,5
rufar,2,2,r,u,f,a,r,0.0,3,2,4
rufas,2,2,r,u,f,a,s,0.0,3,3,5
rufei,3,3,r,u,f,e,i,0.0,2,2,5
rufem,2,2,r,u,f,e,m,0.0,3,3,5
rufes,2,2,r,u,f,e,s,0.0,3,3,5
rufou,3,2,r,u,f,o,u,0.0,2,2,4
rugai,3,3,r,u,g,a,i,0.0,2,2,5
rugam,2,2,r,u,g,a,m,0.0,3,3,5
rugar,2,2,r,u,g,a,r,0.0,3,2,4
rugas,2,2,r,u,g,a,s,3.738946738703707e-05,3,3,5
rugia,3,3,r,u,g,i,a,5.608420108055561e-05,2,2,5
rugir,2,2,r,u,g,i,r,5.608420108055561e-05,3,2,4
rugis,2,2,r,u,g,i,s,0.0,3,3,5
rugiu,3,2,r,u,g,i,u,9.347366846759269e-05,2,2,4
rugou,3,2,r,u,g,o,u,0.0,2,2,4
rugue,3,2,r,u,g,u,e,0.0,2,2,4
ruiam,3,3,r,u,i,a,m,0.0,2,2,5
ruias,3,3,r,u,i,a,s,0.0,2,2,5
ruido,3,3,r,u,i,d,o,0.0004673683423379,2,2,5
ruimo,3,3,r,u,i,m,o,0.0,2,2,5
ruins,2,2,r,u,i,n,s,1.869473369351853e-05,3,3,5
ruira,3,3,r,u,i,r,a,0.0,2,1,4
ruiva,3,3,r,u,i,v,a,1.869473369351853e-05,2,2,5
ruivo,3,3,r,u,i,v,o,1.869473369351853e-05,2,2,5
rujam,2,2,r,u,j,a,m,0.0,3,3,5
rujas,2,2,r,u,j,a,s,0.0,3,3,5
rumai,3,3,r,u,m,a,i,0.0,2,2,5
rumam,2,2,r,u,m,a,m,0.0,3,2,4
rumar,2,2,r,u,m,a,r,0.0,3,2,4
rumas,2,2,r,u,m,a,s,1.869473369351853e-05,3,3,5
rumei,3,3,r,u,m,e,i,0.0,2,2,5
rumem,2,2,r,u,m,e,m,0.0,3,2,4
rumes,2,2,r,u,m,e,s,0.0,3,3,5
rumor,2,2,r,u,m,o,r,0.0003178104727898,3,2,4
rumos,2,2,r,u,m,o,s,0.0002804210054027,3,3,5
rumou,3,2,r,u,m,o,u,0.0,2,2,4
rural,2,2,r,u,r,a,l,0.0,3,2,4
rusga,2,2,r,u,s,g,a,0.0,3,3,5
russa,2,2,r,u,s,s,a,0.0,3,2,4
russo,2,2,r,u,s,s,o,1.869473369351853e-05,3,2,4
ruina,3,3,r,u,i,n,a,9.347366846759269e-05,2,2,5
redea,3,2,r,e,d,e,a,0.0001121684021611,2,2,4
regio,3,3,r,e,g,i,o,1.869473369351853e-05,2,2,5
regua,3,3,r,e,g,u,a,0.0,2,2,5
rieis,3,2,r,i,e,i,s,0.0,2,2,4
rocio,3,2,r,o,c,i,o,1.869473369351853e-05,2,2,4
rosea,3,3,r,o,s,e,a,0.0,2,2,5
roseo,3,2,r,o,s,e,o,3.738946738703707e-05,2,2,4
sabei,3,3,s,a,b,e,i,5.608420108055561e-05,2,2,5
sabem,2,2,s,a,b,e,m,0.0003178104727898,3,3,5
saber,2,2,s,a,b,e,r,0.0036641678039296,3,3,5
sabes,2,2,s,a,b,e,s,0.0008786524835953,3,2,4
sabia,3,2,s,a,b,i,a,0.0014955786954814,2,2,4
sabor,2,2,s,a,b,o,r,0.0003178104727898,3,3,5
sabre,2,2,s,a,b,r,e,0.0001121684021611,3,3,5
sabao,3,2,s,a,b,a,o,3.738946738703707e-05,2,2,4
sacai,3,2,s,a,c,a,i,0.0,2,2,4
sacam,2,1,s,a,c,a,m,1.869473369351853e-05,3,3,4
sacar,2,1,s,a,c,a,r,0.0,3,3,4
sacas,2,1,s,a,c,a,s,0.0,3,2,3
sacia,3,2,s,a,c,i,a,0.0,2,2,4
sacie,3,3,s,a,c,i,e,0.0,2,2,5
sacio,3,3,s,a,c,i,o,0.0,2,2,5
sacis,2,2,s,a,c,i,s,1.869473369351853e-05,3,2,4
sacos,2,2,s,a,c,o,s,9.347366846759269e-05,3,2,4
sacou,3,3,s,a,c,o,u,1.869473369351853e-05,2,2,5
sacra,2,1,s,a,c,r,a,1.869473369351853e-05,3,3,4
sacro,2,2,s,a,c,r,o,0.0,3,3,5
sadia,3,2,s,a,d,i,a,3.738946738703707e-05,2,2,4
sadio,3,3,s,a,d,i,o,3.738946738703707e-05,2,2,5
safai,3,2,s,a,f,a,i,0.0,2,2,4
safam,2,1,s,a,f,a,m,0.0,3,3,4
safar,2,1,s,a,f,a,r,1.869473369351853e-05,3,3,4
safas,2,1,s,a,f,a,s,0.0,3,2,3
safei,3,3,s,a,f,e,i,1.869473369351853e-05,2,2,5
safem,2,2,s,a,f,e,m,0.0,3,3,5
safes,2,2,s,a,f,e,s,0.0,3,2,4
safou,3,3,s,a,f,o,u,0.0,2,2,5
safra,2,1,s,a,f,r,a,0.0,3,3,4
sagas,2,1,s,a,g,a,s,0.0,3,2,3
sagaz,2,1,s,a,g,a,z,0.0,3,3,4
sagra,2,1,s,a,g,r,a,0.0,3,3,4
sagre,2,2,s,a,g,r,e,0.0,3,3,5
sagro,2,2,s,a,g,r,o,0.0,3,3,5
saiam,3,2,s,a,i,a,m,0.0003551999401768,2,2,4
saias,3,2,s,a,i,a,s,0.0002430315380157,2,1,3
saiba,3,2,s,a,i,b,a,0.0004299788749509,2,2,4
saido,3,3,s,a,i,d,o,0.0001495578695481,2,2,5
saira,3,2,s,a,i,r,a,0.0001682526032416,2,2,4
salas,2,1,s,a,l,a,s,0.0001121684021611,3,2,3
salda,2,1,s,a,l,d,a,0.0,3,3,4
salde,2,2,s,a,l,d,e,0.0,3,3,5
saldo,2,2,s,a,l,d,o,0.0,3,3,5
sales,2,2,s,a,l,e,s,5.608420108055561e-05,3,2,4
salga,2,1,s,a,l,g,a,0.0,3,3,4
salgo,2,2,s,a,l,g,o,0.0,3,3,5
salmo,2,2,s,a,l,m,o,0.0,3,3,5
salsa,2,1,s,a,l,s,a,0.0,3,2,3
salta,2,1,s,a,l,t,a,0.0001495578695481,3,3,4
salte,2,2,s,a,l,t,e,0.0,3,3,5
salto,2,2,s,a,l,t,o,0.0002804210054027,3,3,5
salva,2,1,s,a,l,v,a,0.0002056420706287,3,3,4
salve,2,2,s,a,l,v,e,3.738946738703707e-05,3,3,5
salvo,2,2,s,a,l,v,o,0.0005608420108055,3,3,5
salao,3,2,s,a,l,a,o,9.347366846759269e-05,2,2,4
samba,2,1,s,a,m,b,a,3.738946738703707e-05,3,3,4
sambe,2,2,s,a,m,b,e,0.0,3,3,5
sambo,2,2,s,a,m,b,o,0.0,3,3,5
sanai,3,2,s,a,n,a,i,0.0,2,2,4
sanam,2,1,s,a,n,a,m,0.0,3,3,4
sanar,2,1,s,a,n,a,r,0.0,3,3,4
sanas,2,1,s,a,n,a,s,0.0,3,2,3
sanei,3,3,s,a,n,e,i,0.0,2,2,5
sanem,2,2,s,a,n,e,m,0.0,3,3,5
sanes,2,2,s,a,n,e,s,0.0,3,2,4
sanea,3,2,s,a,n,e,a,0.0,2,2,4
sanha,2,1,s,a,n,h,a,5.608420108055561e-05,3,3,4
sanou,3,3,s,a,n,o,u,0.0,2,2,5
sapos,2,2,s,a,p,o,s,5.608420108055561e-05,3,2,4
saque,3,3,s,a,q,u,e,5.608420108055561e-05,2,2,5
sarai,3,2,s,a,r,a,i,0.0,2,2,4
saram,2,1,s,a,r,a,m,0.0,3,3,4
sarar,2,1,s,a,r,a,r,1.869473369351853e-05,3,2,3
saras,2,1,s,a,r,a,s,0.0,3,2,3
sarda,2,1,s,a,r,d,a,0.0,3,3,4
sarei,3,3,s,a,r,e,i,0.0,2,2,5
sarem,2,2,s,a,r,e,m,1.869473369351853e-05,3,3,5
sares,2,2,s,a,r,e,s,0.0,3,2,4
sarna,2,1,s,a,r,n,a,1.869473369351853e-05,3,3,4
sarou,3,3,s,a,r,o,u,3.738946738703707e-05,2,2,5
sarca,2,1,s,a,r,c,a,0.0,3,3,4
sauda,3,2,s,a,u,d,a,0.0,2,2,4
sauna,3,2,s,a,u,n,a,0.0,2,2,4
saxao,3,2,s,a,x,a,o,0.0,2,2,4
saida,3,2,s,a,i,d,a,0.0005234525434185,2,2,4
saimo,3,3,s,a,i,m,o,0.0,2,2,5
saude,3,3,s,a,u,d,e,0.0008038735488212,2,2,5
saudo,3,3,s,a,u,d,o,0.0,2,2,5
sauva,3,2,s,a,u,v,a,0.0,2,2,4
seara,3,2,s,e,a,r,a,3.738946738703707e-05,2,2,4
sebes,2,1,s,e,b,e,s,3.738946738703707e-05,3,2,3
sebos,2,2,s,e,b,o,s,0.0,3,2,4
secai,3,3,s,e,c,a,i,0.0,2,2,5
secam,2,2,s,e,c,a,m,0.0,3,3,5
secar,2,2,s,e,c,a,r,1.869473369351853e-05,3,3,5
secas,2,2,s,e,c,a,s,0.0009160419509824,3,2,4
secos,2,2,s,e,c,o,s,0.0003925894075638,3,2,4
secou,3,3,s,e,c,o,u,3.738946738703707e-05,2,2,5
sedas,2,2,s,e,d,a,s,5.608420108055561e-05,3,2,4
sedes,2,1,s,e,d,e,s,3.738946738703707e-05,3,2,3
sedia,3,3,s,e,d,i,a,0.0,2,2,5
sedie,3,2,s,e,d,i,e,0.0,2,2,4
sedio,3,3,s,e,d,i,o,0.0,2,2,5
seduz,2,2,s,e,d,u,z,0.0,3,3,5
segue,3,2,s,e,g,u,e,0.000542147277112,2,2,4
segui,3,3,s,e,g,u,i,5.608420108055561e-05,2,2,5
seios,3,3,s,e,i,o,s,0.0001682526032416,2,1,4
seita,3,3,s,e,i,t,a,9.347366846759269e-05,2,2,5
seiva,3,3,s,e,i,v,a,7.477893477407414e-05,2,2,5
seixo,3,3,s,e,i,x,o,0.0,2,2,5
sejam,2,2,s,e,j,a,m,0.0008225682825148,3,3,5
sejas,2,2,s,e,j,a,s,0.0002617262717092,3,2,4
selai,3,3,s,e,l,a,i,0.0,2,2,5
selam,2,2,s,e,l,a,m,0.0,3,3,5
selar,2,2,s,e,l,a,r,0.0,3,3,5
selas,2,2,s,e,l,a,s,0.0,3,2,4
selei,3,2,s,e,l,e,i,0.0,2,2,4
selem,2,1,s,e,l,e,m,0.0,3,3,4
seles,2,1,s,e,l,e,s,0.0,3,2,3
selim,2,2,s,e,l,i,m,7.477893477407414e-05,3,3,5
selos,2,2,s,e,l,o,s,0.0,3,2,4
selou,3,3,s,e,l,o,u,3.738946738703707e-05,2,2,5
selva,2,2,s,e,l,v,a,0.0006917051466601,3,3,5
semea,3,2,s,e,m,e,a,0.0,2,2,4
senda,2,2,s,e,n,d,a,9.347366846759269e-05,3,3,5
sendo,2,2,s,e,n,d,o,0.0018507786356583,3,3,5
senha,2,2,s,e,n,h,a,1.869473369351853e-05,3,3,5
senos,2,2,s,e,n,o,s,0.0,3,2,4
senso,2,2,s,e,n,s,o,0.0001121684021611,3,2,4
senta,2,2,s,e,n,t,a,3.738946738703707e-05,3,3,5
sente,2,1,s,e,n,t,e,0.0002991157390962,3,3,4
senti,2,2,s,e,n,t,i,0.000542147277112,3,3,5
sento,2,2,s,e,n,t,o,0.0,3,3,5
senao,3,3,s,e,n,a,o,0.0034398309996074,2,2,5
seque,3,2,s,e,q,u,e,0.0,2,2,4
serei,3,2,s,e,r,e,i,0.0002056420706287,2,2,4
serem,2,1,s,e,r,e,m,0.0006917051466601,3,3,4
seres,2,1,s,e,r,e,s,0.0001495578695481,3,2,3
seria,3,3,s,e,r,i,a,0.0030472415920435,2,2,5
serie,3,2,s,e,r,i,e,0.0002056420706287,2,2,4
serio,3,3,s,e,r,i,o,0.0005982314781925,2,2,5
serra,2,2,s,e,r,r,a,0.0015703576302555,3,2,4
serre,2,1,s,e,r,r,e,0.0,3,2,3
serro,2,2,s,e,r,r,o,0.0,3,2,4
serva,2,2,s,e,r,v,a,1.869473369351853e-05,3,3,5
serve,2,1,s,e,r,v,e,0.0003178104727898,3,3,4
servi,2,2,s,e,r,v,i,5.608420108055561e-05,3,3,5
servo,2,2,s,e,r,v,o,9.347366846759269e-05,3,3,5
serze,2,1,s,e,r,z,e,0.0,3,3,4
serzi,2,2,s,e,r,z,i,0.0,3,3,5
seras,2,2,s,e,r,a,s,0.0001869473369351,3,2,4
serao,3,3,s,e,r,a,o,0.0003738946738703,2,2,5
sesta,2,2,s,e,s,t,a,0.0001121684021611,3,2,4
setas,2,2,s,e,t,a,s,0.0001308631358546,3,2,4
setor,2,2,s,e,t,o,r,1.869473369351853e-05,3,3,5
sexos,2,2,s,e,x,o,s,3.738946738703707e-05,3,2,4
sexta,2,2,s,e,x,t,a,0.0,3,3,5
sexto,2,2,s,e,x,t,o,0.0,3,3,5
secao,3,3,s,e,c,a,o,7.477893477407414e-05,2,2,5
sifao,3,3,s,i,f,a,o,0.0,2,2,5
sigam,2,2,s,i,g,a,m,3.738946738703707e-05,3,3,5
sigas,2,2,s,i,g,a,s,0.0,3,2,4
sigla,2,2,s,i,g,l,a,0.0,3,3,5
sigma,2,2,s,i,g,m,a,0.0,3,3,5
signo,2,2,s,i,g,n,o,1.869473369351853e-05,3,3,5
silos,2,2,s,i,l,o,s,0.0,3,2,4
silve,2,2,s,i,l,v,e,0.0,3,3,5
silvo,2,2,s,i,l,v,o,0.0,3,3,5
simao,3,3,s,i,m,a,o,5.608420108055561e-05,2,2,5
sinal,2,2,s,i,n,a,l,0.0014021050270138,3,3,5
sinas,2,2,s,i,n,a,s,0.0,3,2,4
sinos,2,2,s,i,n,o,s,0.0002056420706287,3,2,4
sinta,2,2,s,i,n,t,a,7.477893477407414e-05,3,3,5
sinto,2,2,s,i,n,t,o,0.000504757809725,3,3,5
siris,2,1,s,i,r,i,s,0.0,3,2,3
sirva,2,2,s,i,r,v,a,0.0001682526032416,3,3,5
sirvo,2,2,s,i,r,v,o,7.477893477407414e-05,3,3,5
sirza,2,2,s,i,r,z,a,0.0,3,3,5
sirzo,2,2,s,i,r,z,o,0.0,3,3,5
sisma,2,2,s,i,s,m,a,0.0,3,2,4
sisme,2,2,s,i,s,m,e,0.0,3,2,4
sismo,2,2,s,i,s,m,o,0.0,3,2,4
sitas,2,2,s,i,t,a,s,0.0,3,2,4
sitia,3,2,s,i,t,i,a,0.0,2,2,4
sitie,3,2,s,i,t,i,e,0.0,2,2,4
sitio,3,2,s,i,t,i,o,0.0024490101138509,2,2,4
sitos,2,2,s,i,t,o,s,0.0,3,2,4
situa,3,3,s,i,t,u,a,0.0,2,2,5
situe,3,3,s,i,t,u,e,0.0,2,2,5
situo,3,3,s,i,t,u,o,0.0,2,2,5
soado,3,2,s,o,a,d,o,0.0,2,2,4
soais,3,3,s,o,a,i,s,0.0,2,1,4
soamo,3,2,s,o,a,m,o,0.0,2,2,4
soara,3,2,s,o,a,r,a,0.0,2,2,4
soava,3,2,s,o,a,v,a,9.347366846759269e-05,2,2,4
sobem,2,2,s,o,b,e,m,5.608420108055561e-05,3,3,5
sobes,2,2,s,o,b,e,s,0.0,3,2,4
sobra,2,2,s,o,b,r,a,0.0001121684021611,3,3,5
sobre,2,2,s,o,b,r,e,0.0115159559552074,3,3,5
sobro,2,1,s,o,b,r,o,0.0,3,3,4
socai,3,3,s,o,c,a,i,0.0,2,2,5
socam,2,2,s,o,c,a,m,0.0,3,3,5
socar,2,2,s,o,c,a,r,0.0,3,3,5
socas,2,2,s,o,c,a,s,0.0,3,2,4
socos,2,1,s,o,c,o,s,1.869473369351853e-05,3,2,3
socou,3,2,s,o,c,o,u,0.0,2,2,4
soeis,3,3,s,o,e,i,s,0.0,2,1,4
soemo,3,2,s,o,e,m,o,0.0,2,2,4
sofra,2,2,s,o,f,r,a,1.869473369351853e-05,3,3,5
sofre,2,2,s,o,f,r,e,5.608420108055561e-05,3,3,5
sofri,2,2,s,o,f,r,i,1.869473369351853e-05,3,3,5
sofro,2,1,s,o,f,r,o,0.0,3,3,4
sofas,2,2,s,o,f,a,s,0.0,3,2,4
sogra,2,2,s,o,g,r,a,3.738946738703707e-05,3,3,5
sogro,2,1,s,o,g,r,o,5.608420108055561e-05,3,3,4
solai,3,3,s,o,l,a,i,0.0,2,2,5
solam,2,2,s,o,l,a,m,0.0,3,3,5
solar,2,2,s,o,l,a,r,3.738946738703707e-05,3,3,5
solas,2,2,s,o,l,a,s,3.738946738703707e-05,3,2,4
solda,2,2,s,o,l,d,a,0.0,3,3,5
solde,2,2,s,o,l,d,e,0.0,3,3,5
soldo,2,1,s,o,l,d,o,0.0,3,3,4
solei,3,3,s,o,l,e,i,0.0,2,2,5
solem,2,2,s,o,l,e,m,0.0,3,3,5
soles,2,2,s,o,l,e,s,0.0,3,2,4
solos,2,1,s,o,l,o,s,0.0,3,2,3
solou,3,2,s,o,l,o,u,0.0,2,2,4
solta,2,2,s,o,l,t,a,0.0001869473369351,3,3,5
solte,2,2,s,o,l,t,e,0.0,3,3,5
solto,2,1,s,o,l,t,o,0.0001682526032416,3,3,4
somai,3,3,s,o,m,a,i,0.0,2,2,5
somam,2,2,s,o,m,a,m,0.0,3,2,4
somar,2,2,s,o,m,a,r,3.738946738703707e-05,3,3,5
somas,2,2,s,o,m,a,s,3.738946738703707e-05,3,2,4
somei,3,3,s,o,m,e,i,0.0,2,2,5
somem,2,2,s,o,m,e,m,0.0,3,2,4
somes,2,2,s,o,m,e,s,0.0,3,2,4
somos,2,1,s,o,m,o,s,0.0004299788749509,3,2,3
somou,3,2,s,o,m,o,u,0.0,2,2,4
sonda,2,2,s,o,n,d,a,7.477893477407414e-05,3,3,5
sonde,2,2,s,o,n,d,e,0.0,3,3,5
sondo,2,1,s,o,n,d,o,0.0,3,3,4
sonha,2,2,s,o,n,h,a,7.477893477407414e-05,3,3,5
sonhe,2,2,s,o,n,h,e,0.0,3,3,5
sonho,2,1,s,o,n,h,o,0.0006917051466601,3,3,4
sonos,2,1,s,o,n,o,s,3.738946738703707e-05,3,2,3
sonsa,2,2,s,o,n,s,a,0.0,3,2,4
sonso,2,1,s,o,n,s,o,0.0,3,2,3
sopas,2,2,s,o,p,a,s,0.0,3,2,4
sopra,2,2,s,o,p,r,a,0.0001308631358546,3,3,5
sopre,2,2,s,o,p,r,e,0.0,3,3,5
sopro,2,1,s,o,p,r,o,0.0002243368043222,3,3,4
sopes,2,2,s,o,p,e,s,0.0,3,2,4
soque,3,3,s,o,q,u,e,0.0,2,2,5
soros,2,1,s,o,r,o,s,0.0,3,2,3
sorri,2,2,s,o,r,r,i,7.477893477407414e-05,3,2,4
sorte,2,2,s,o,r,t,e,0.0022246733095287,3,3,5
sorti,2,2,s,o,r,t,i,0.0,3,3,5
sorva,2,2,s,o,r,v,a,0.0,3,3,5
sorve,2,2,s,o,r,v,e,0.0,3,3,5
sorvi,2,2,s,o,r,v,i,0.0,3,3,5
sorvo,2,1,s,o,r,v,o,0.0,3,3,4
soube,3,3,s,o,u,b,e,0.0004860630760314,2,2,5
sousa,3,3,s,o,u,s,a,0.0001682526032416,2,1,4
sovai,3,3,s,o,v,a,i,0.0,2,2,5
sovam,2,2,s,o,v,a,m,0.0,3,3,5
sovar,2,2,s,o,v,a,r,0.0,3,3,5
sovas,2,2,s,o,v,a,s,0.0,3,2,4
sovei,3,3,s,o,v,e,i,0.0,2,2,5
sovem,2,2,s,o,v,e,m,0.0,3,3,5
soves,2,2,s,o,v,e,s,0.0,3,2,4
sovou,3,2,s,o,v,o,u,0.0,2,2,4
suada,3,2,s,u,a,d,a,1.869473369351853e-05,2,2,4
suado,3,3,s,u,a,d,o,5.608420108055561e-05,2,2,5
suais,3,3,s,u,a,i,s,0.0,2,1,4
suara,3,2,s,u,a,r,a,0.0,2,2,4
suava,3,2,s,u,a,v,a,1.869473369351853e-05,2,2,4
suave,3,3,s,u,a,v,e,0.0003738946738703,2,2,5
subam,2,2,s,u,b,a,m,1.869473369351853e-05,3,3,5
subas,2,2,s,u,b,a,s,0.0,3,2,4
subia,3,3,s,u,b,i,a,0.0002056420706287,2,2,5
subir,2,2,s,u,b,i,r,0.0003365052064833,3,3,5
subis,2,2,s,u,b,i,s,0.0,3,2,4
subiu,3,2,s,u,b,i,u,0.0001682526032416,2,2,4
sucos,2,2,s,u,c,o,s,0.0,3,2,4
sudao,3,3,s,u,d,a,o,0.0,2,2,5
sueca,3,3,s,u,e,c,a,0.0,2,2,5
sueco,3,3,s,u,e,c,o,1.869473369351853e-05,2,2,5
sueis,3,3,s,u,e,i,s,0.0,2,1,4
suemo,3,3,s,u,e,m,o,0.0,2,2,5
sugai,3,3,s,u,g,a,i,0.0,2,2,5
sugam,2,2,s,u,g,a,m,1.869473369351853e-05,3,3,5
sugar,2,2,s,u,g,a,r,1.869473369351853e-05,3,3,5
sugas,2,2,s,u,g,a,s,0.0,3,2,4
sugou,3,2,s,u,g,o,u,0.0,2,2,4
sugue,3,2,s,u,g,u,e,0.0,2,2,4
sujai,3,3,s,u,j,a,i,0.0,2,2,5
sujam,2,2,s,u,j,a,m,0.0,3,3,5
sujar,2,2,s,u,j,a,r,3.738946738703707e-05,3,3,5
sujas,2,2,s,u,j,a,s,5.608420108055561e-05,3,2,4
sujei,3,3,s,u,j,e,i,0.0,2,2,5
sujem,2,2,s,u,j,e,m,0.0,3,3,5
sujes,2,2,s,u,j,e,s,0.0,3,2,4
sujos,2,2,s,u,j,o,s,1.869473369351853e-05,3,2,4
sujou,3,2,s,u,j,o,u,1.869473369351853e-05,2,2,4
sulca,2,2,s,u,l,c,a,0.0,3,3,5
sulco,2,2,s,u,l,c,o,0.0001682526032416,3,3,5
sulfa,2,2,s,u,l,f,a,0.0,3,3,5
sumam,2,2,s,u,m,a,m,0.0,3,2,4
sumas,2,2,s,u,m,a,s,1.869473369351853e-05,3,2,4
sumia,3,3,s,u,m,i,a,1.869473369351853e-05,2,2,5
sumir,2,2,s,u,m,i,r,1.869473369351853e-05,3,3,5
sumis,2,2,s,u,m,i,s,0.0,3,2,4
sumiu,3,2,s,u,m,i,u,0.0,2,2,4
sunga,2,2,s,u,n,g,a,0.0,3,3,5
super,2,2,s,u,p,e,r,0.0,3,3,5
supor,2,2,s,u,p,o,r,0.0001869473369351,3,3,5
supra,2,2,s,u,p,r,a,0.0,3,3,5
supre,2,2,s,u,p,r,e,1.869473369351853e-05,3,3,5
supri,2,2,s,u,p,r,i,0.0,3,3,5
supro,2,2,s,u,p,r,o,0.0,3,3,5
supus,2,1,s,u,p,u,s,7.477893477407414e-05,3,2,3
supos,2,2,s,u,p,o,s,7.477893477407414e-05,3,2,4
supoe,3,3,s,u,p,o,e,9.347366846759269e-05,2,2,5
surda,2,2,s,u,r,d,a,0.0002430315380157,3,3,5
surdo,2,2,s,u,r,d,o,0.0003178104727898,3,3,5
surge,2,2,s,u,r,g,e,0.0002991157390962,3,3,5
surgi,2,2,s,u,r,g,i,0.0,3,3,5
surja,2,2,s,u,r,j,a,1.869473369351853e-05,3,3,5
surjo,2,2,s,u,r,j,o,0.0,3,3,5
surra,2,2,s,u,r,r,a,0.0,3,2,4
surre,2,2,s,u,r,r,e,0.0,3,2,4
surro,2,2,s,u,r,r,o,0.0,3,2,4
surta,2,2,s,u,r,t,a,0.0,3,3,5
surte,2,2,s,u,r,t,e,0.0,3,3,5
surto,2,2,s,u,r,t,o,1.869473369351853e-05,3,3,5
susta,2,2,s,u,s,t,a,0.0,3,2,4
suste,2,2,s,u,s,t,e,0.0,3,2,4
susti,2,2,s,u,s,t,i,0.0,3,2,4
susto,2,2,s,u,s,t,o,0.0002430315380157,3,2,4
sutil,2,2,s,u,t,i,l,0.0002056420706287,3,3,5
sutis,2,2,s,u,t,i,s,5.608420108055561e-05,3,2,4
sutia,3,3,s,u,t,i,a,0.0,2,2,5
suina,3,3,s,u,i,n,a,1.869473369351853e-05,2,2,5
suino,3,3,s,u,i,n,o,0.0,2,2,5
suico,3,3,s,u,i,c,o,0.0,2,2,5
sabio,3,3,s,a,b,i,o,0.0003738946738703,2,2,5
sepia,3,3,s,e,p,i,a,0.0,2,2,5
semen,2,1,s,e,m,e,n,0.0,3,3,4
silex,2,2,s,i,l,e,x,5.608420108055561e-05,3,3,5
simio,3,2,s,i,m,i,o,0.0,2,2,4
sirio,3,2,s,i,r,i,o,0.0,2,2,4
socia,3,3,s,o,c,i,a,3.738946738703707e-05,2,2,5
socio,3,2,s,o,c,i,o,5.608420108055561e-05,2,2,4
sodio,3,2,s,o,d,i,o,0.0,2,2,4
sosia,3,3,s,o,s,i,a,0.0,2,1,4
sotao,3,2,s,o,t,a,o,0.0,2,2,4
tabas,2,1,t,a,b,a,s,1.869473369351853e-05,3,3,4
tacai,3,2,t,a,c,a,i,0.0,2,2,4
tacam,2,1,t,a,c,a,m,0.0,3,3,4
tacar,2,1,t,a,c,a,r,0.0,3,3,4
